station_id,latitude,longitude
324,41.93132000,-87.63874200
325,41.97338500,-87.66836500
326,41.96709600,-87.66742900
327,41.92168700,-87.65371400
328,41.78874600,-87.60133400
329,41.93268400,-87.63625000
330,41.94617600,-87.67330800
331,41.90854000,-87.64856800
332,41.93334100,-87.64874700
333,41.90706600,-87.66725200
334,41.94077500,-87.63919200
335,41.83137900,-87.61803400
336,41.80985500,-87.60675500
337,41.89654400,-87.63093100
338,41.85761100,-87.61940700
339,41.83819800,-87.64514300
340,41.92954600,-87.64311800
341,41.86609500,-87.60726700
342,41.87126200,-87.67368800
343,41.92888700,-87.65897100
344,41.96864100,-87.67633500
345,41.79324200,-87.58778200
346,41.88283000,-87.66120600
347,41.95068700,-87.66870000
348,41.85401600,-87.69544500
349,41.92914300,-87.64907700
350,41.89596600,-87.66774700
351,41.80303800,-87.60661500
